0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	-0.010387
0.000000	0.027074
0.000000	-0.015030
0.000000	-0.009521
0.000000	-0.004463
0.000000	-0.011837
0.000000	0.007180
0.000000	0.020969
0.000000	-0.017391
0.000000	-0.027547
0.000000	-0.028585
0.000000	-0.002105
0.000000	0.015769
0.000000	0.002779
0.000000	0.019957
0.000000	0.023103
0.000000	-0.026386
0.000000	-0.011078
0.000000	-0.009228
0.000000	0.009827
0.000000	-0.013070
0.000000	-0.005784
0.000000	-0.007049
0.000000	0.020159
0.000000	-0.006860
0.000000	0.026837
0.000000	0.021629
0.000000	-0.013587
0.000000	-0.001893
0.000000	-0.015928
0.000000	0.021647
0.000000	-0.011100
0.000000	-0.015320
0.000000	-0.016458
0.000000	-0.011657
0.000000	-0.014583
0.000000	0.009061
0.000000	0.007609
0.000000	0.020300
0.000000	0.022058
0.000000	-0.016143
0.000000	-0.001467
0.000000	0.008809
0.000000	0.029873
0.000000	-0.011677
0.000000	-0.001034
0.000000	0.024747
0.000000	0.005914
0.000000	-0.018474
0.000000	0.009516
0.000000	-0.017478
0.000000	0.006980
0.000000	0.015769
0.000000	0.007188
0.000000	0.028347
0.000000	-0.028858
0.000000	0.017098
0.000000	0.029983
0.000000	-0.007622
0.000000	-0.005236
0.000000	0.019312
0.000000	0.029811
0.000000	-0.021072
0.000000	0.025230
0.000000	0.012324
0.000000	0.012713
0.000000	-0.000443
0.000000	-0.013302
0.000000	-0.008804
0.000000	-0.010365
0.000000	-0.021194
0.593811	0.005278
0.593811	0.023597
0.593811	-0.004860
0.593811	0.063077
0.593811	0.250627
0.593811	0.367928
0.593811	0.456393
0.593811	0.572914
0.593811	0.619432
0.593811	0.675307
0.593811	0.724651
0.593811	0.762329
0.593811	0.792033
0.593811	0.778164
0.593811	0.828930
0.593811	0.823863
0.593811	0.823473
0.593811	0.827322
0.593811	0.824858
0.593811	0.877897
0.593811	0.857090
0.593811	0.852332
0.593811	0.858067
0.593811	0.850177
0.593811	0.894340
0.593811	0.897011
0.593811	0.897326
0.593811	0.907612
0.593811	0.883731
0.593811	0.871000
0.593811	0.903821
0.593811	0.863672
0.593811	0.880135
0.593811	0.899201
0.593811	0.888563
0.593811	0.916633
0.593811	0.911886
0.593811	0.917305
0.593811	0.910064
0.593811	0.875410
0.593811	0.870636
0.593811	0.903464
0.593811	0.874984
0.593811	0.902907
0.593811	0.912660
0.593811	0.879311
0.593811	0.911603
0.593811	0.878047
0.593811	0.900687
0.593811	0.900673
0.593811	0.883057
0.593811	0.890059
0.593811	0.903364
0.593811	0.896848
0.593811	0.913427
0.593811	0.891643
0.593811	0.914847
0.593811	0.898252
0.593811	0.927037
0.593811	0.882405
0.593811	0.875526
0.593811	0.901808
0.593811	0.902192
0.593811	0.889095
0.593811	0.918969
0.593811	0.894615
0.593811	0.907129
0.593811	0.889535
0.593811	0.907844
0.593811	0.921634
0.593811	0.910398
0.593811	0.915936
0.593811	0.871631
0.593811	0.929381
0.593811	0.898090
0.593811	0.901754
0.593811	0.891267
0.593811	0.908659
0.593811	0.881137
0.593811	0.926759
0.182253	0.927786
0.182253	0.880183
0.182253	0.895073
0.182253	0.885663
0.182253	0.896324
0.182253	0.885554
0.182253	0.841409
0.182253	0.879833
0.182253	0.815273
0.182253	0.850495
0.182253	0.828080
0.182253	0.778956
0.182253	0.788639
0.182253	0.810405
0.182253	0.762533
0.182253	0.761424
0.182253	0.735556
0.182253	0.736917
0.182253	0.727104
0.182253	0.767693
0.182253	0.718755
0.182253	0.715187
0.182253	0.752278
0.182253	0.734071
0.182253	0.747223
0.182253	0.722333
0.182253	0.741064
0.182253	0.710957
0.182253	0.705748
0.182253	0.711692
0.182253	0.689432
0.182253	0.698159
0.182253	0.720972
0.182253	0.716565
0.182253	0.672852
0.182253	0.687003
0.182253	0.672990
0.182253	0.685867
0.182253	0.707122
0.182253	0.677964
0.182253	0.699144
0.182253	0.667299
0.182253	0.691493
0.182253	0.696319
0.182253	0.711540
0.182253	0.707765
0.182253	0.680974
0.182253	0.676439
0.182253	0.705776
0.182253	0.675095
0.182253	0.667757
0.182253	0.670157
0.182253	0.695415
0.182253	0.692658
0.182253	0.698209
0.182253	0.662615
0.182253	0.706279
0.182253	0.659513
0.182253	0.715434
0.182253	0.668573
0.182253	0.677213
0.182253	0.661223
0.182253	0.665465
0.182253	0.678916
0.182253	0.693648
0.182253	0.663707
0.182253	0.680774
0.182253	0.669651
0.182253	0.672683
0.182253	0.666843
0.182253	0.665975
0.182253	0.672809
0.182253	0.698490
0.182253	0.658208
0.182253	0.692131
0.182253	0.679497
0.182253	0.681085
0.182253	0.709704
0.182253	0.712318
0.182253	0.712021
-0.881813	0.681761
-0.881813	0.682158
-0.881813	0.688681
-0.881813	0.650008
-0.881813	0.543103
-0.881813	0.335722
-0.881813	0.121041
-0.881813	-0.138003
-0.881813	-0.470743
-0.881813	-0.832274
-0.881813	-1.177227
-0.881813	-1.609720
-0.881813	-2.050481
-0.881813	-2.531016
-0.881813	-3.013784
-0.881813	-3.455638
-0.881813	-3.980403
-0.881813	-4.429805
-0.881813	-4.899663
-0.881813	-5.323817
-0.881813	-5.744891
-0.881813	-6.127945
-0.881813	-6.527205
-0.881813	-6.920319
-0.881813	-7.205731
-0.881813	-7.567600
-0.881813	-7.811294
-0.881813	-8.073639
-0.881813	-8.331112
-0.881813	-8.555343
-0.881813	-8.780161
-0.881813	-8.992576
-0.881813	-9.159886
-0.881813	-9.261162
-0.881813	-9.428183
-0.881813	-9.547114
-0.881813	-9.658378
-0.881813	-9.765121
-0.881813	-9.864458
-0.881813	-9.974122
-0.881813	-10.060920
-0.881813	-10.096132
-0.881813	-10.178928
-0.881813	-10.237934
-0.881813	-10.281309
-0.881813	-10.330009
-0.881813	-10.373376
-0.881813	-10.392296
-0.881813	-10.424402
-0.881813	-10.464043
-0.881813	-10.480825
-0.881813	-10.491930
-0.881813	-10.540283
-0.881813	-10.537412
-0.881813	-10.598596
-0.881813	-10.615111
-0.881813	-10.573690
-0.881813	-10.605006
-0.881813	-10.644538
-0.881813	-10.617755
-0.881813	-10.650127
-0.881813	-10.642672
-0.881813	-10.687846
-0.881813	-10.687353
-0.881813	-10.697689
-0.881813	-10.673940
-0.881813	-10.669930
-0.881813	-10.709952
